index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,ch0_org_min,ch0_org_max,ch0_org_ave,ch0_org_std,ch1_dif_min,ch1_dif_max,ch1_dif_ave,ch1_dif_std,ch2_dif_min,ch2_dif_max,ch2_dif_ave,ch2_dif_std,ch3_dif_min,ch3_dif_max,ch3_dif_ave,ch3_dif_std,id,count12,frequency,tmu_timestamp,sort,n_total,n_sort,s_rate,proc_time,time_idt,id,abs_time,srs_img,fire1_img,fire2_img,fire3_img,proc_begin,proc_end,ch12_abs_time,id,ch12_cycles,frequency,ch12_timestamp,ch13_abs_time,ch13_cycles,ch13_timestamp,proc_end,sort_validation
6_807,58,44,30,6,50,13,40,9,1097,1,21,14.0641,4.09609,1741,5,33,22.3205,5.71883,1313,6,24,16.8333,3.56053,1184,5,21,15.1795,3.17338,1330,4,25,17.0513,3.73445,0,23,6.85929,4.74107,0,17,1.60628,1.92309,0,8,3.0347,1.46084,0,13,4.40437,1.99079,72036,300000,50000000,3460583925,1,6808,2466,36.22,4663,--,72036,474518683,0,0,0,0,426,4663,447890791,4800,300000,50000000,2126944425,447917784,1650000,2128294424,4696,0
6_808,93,44,24,7,45,14,34,9,3237,17,39,28.3947,5.4235,2442,11,29,21.4211,4.05206,2503,10,30,21.9561,3.99427,3554,19,43,31.1754,5.77843,2930,16,35,25.7018,4.62626,0,37,7.65246,6.26522,0,11,1.44317,1.5337,0,11,3.0041,1.63758,0,11,4.41694,1.89403,72037,300000,50000000,3461091181,0,6809,2466,36.22,4583,--,72037,474564485,0,0,0,0,387,4583,447896776,4801,300000,50000000,2127243894,447923773,1650000,2128593907,4850,0
6_809,94,46,24,6,45,14,33,9,3188,13,41,27.4828,6.61826,2415,4,31,20.819,5.31199,2479,4,31,21.3707,5.03527,3545,16,45,30.5603,6.73423,2904,10,36,25.0345,5.78335,0,38,7.64098,6.23528,0,10,1.42896,1.49064,0,11,2.99344,1.61701,0,13,4.4571,1.9254,72038,300000,50000000,3461135124,0,6810,2466,36.21,4913,--,72038,474574679,0,0,0,0,422,4913,447906976,4802,280888,50000000,2127753825,447933987,1650000,2129103822,4622,0
6_810,207,74,36,5,70,15,52,9,3781,7,29,15.624,4.44376,3418,4,27,14.124,4.68878,3966,7,27,16.3884,4.25892,4902,12,33,20.2562,4.14416,4020,8,29,16.6116,4.30044,0,26,7.81639,5.29983,0,6,1.25984,1.02214,0,9,2.81038,1.54234,0,12,4.47596,2.02045,72040,300000,50000000,3461799996,0,6811,2466,36.21,4959,--,72040,474579823,0,0,0,0,569,4959,447910783,4803,300000,50000000,2127944057,447937775,1650000,2129294058,4640,0
6_811,90,45,24,7,45,14,33,9,3169,18,38,28.2946,5.5752,2404,12,29,21.4643,4.17888,2495,13,30,22.2768,4.14516,3519,20,43,31.4196,5.88982,2894,16,35,25.8393,4.83579,0,38,7.69699,6.25175,0,11,1.43251,1.50576,0,11,3.0071,1.58475,0,13,4.42869,1.94714,72042,300000,50000000,3462886611,0,6812,2466,36.20,6594,--,72042,474588771,0,0,0,0,588,6594,447958957,4804,300000,50000000,2130352073,-1543226435814404,0,0,4537,0
6_812,54,39,26,6,44,13,34,9,975,3,19,13.5417,2.99044,1569,8,32,21.7917,4.87607,1205,9,25,16.7361,3.27445,1081,7,21,15.0139,2.52484,1210,7,23,16.8056,3.05341,0,23,6.76284,4.67104,0,16,1.48579,1.63251,0,9,3.02213,1.4594,0,11,4.35164,1.92513,72043,300000,50000000,3463169804,1,6813,2467,36.21,4533,--,72043,474610642,0,0,0,0,384,4533,447988263,4805,300000,50000000,2131818036,448015259,1650000,2133168037,4649,0
6_813,61,43,26,7,45,14,35,10,1084,0,24,13.3827,3.70708,1755,3,29,21.6667,5.04547,1328,2,24,16.3951,3.4163,1184,3,22,14.6173,3.06541,1337,2,24,16.5062,3.32266,0,23,6.80492,4.74465,0,19,1.58197,1.84201,0,9,3.04098,1.46226,0,11,4.40328,1.93111,72044,300000,50000000,3463889106,1,6814,2468,36.22,4649,--,72044,474616276,0,0,0,0,408,4649,447990460,4806,300000,50000000,2131928192,448017468,1650000,2133278195,4751,0
6_814,91,45,15,6,36,14,24,9,3192,0,41,28.5,6.06807,2432,0,31,21.7143,4.55997,2469,0,34,22.0446,4.88143,3495,0,44,31.2054,6.61186,2892,0,37,25.8214,5.41033,0,38,7.72514,6.23505,0,11,1.40984,1.50802,0,11,2.99016,1.63196,0,11,4.34399,1.95019,72045,300000,50000000,3464815379,0,6815,2468,36.21,4563,--,72045,474630659,0,0,0,0,398,4563,448018759,4807,300000,50000000,2133342931,448045763,1650000,2134692928,0,0
6_815,58,39,23,6,41,13,31,9,1005,1,20,13.2237,3.61138,1599,6,33,21.0395,5.33716,1226,6,24,16.1316,3.55906,1117,5,20,14.6974,2.92458,1235,4,24,16.25,3.6387,0,23,6.76366,4.77255,0,14,1.50273,1.60948,0,9,3.09481,1.44594,0,11,4.4194,1.91494,72046,300000,50000000,3465482008,1,6816,2469,36.22,4941,--,72046,474649102,0,0,0,0,442,4941,448024518,4808,300000,50000000,2133630654,448051529,1650000,2134980659,0,0
6_816,63,48,21,7,42,14,31,10,1130,0,22,13.2941,3.28212,1862,3,29,21.9059,4.79123,1386,4,23,16.3059,2.93468,1235,3,23,14.5294,2.76783,1407,2,24,16.5529,2.94061,0,24,6.87077,4.74882,0,19,1.60246,1.89568,0,9,3.01776,1.43358,0,11,4.34044,1.89822,72047,300000,50000000,3465713096,1,6817,2470,36.23,4680,--,72047,474662517,0,0,0,0,422,4680,448025195,4810,258264,50000000,2133664953,448054195,1650000,2135114053,5963,0
6_817,94,45,35,7,56,14,44,9,3346,16,41,28.8448,5.57334,2518,9,30,21.7069,4.37078,2570,6,31,22.1552,4.56864,3668,19,45,31.6207,5.97358,3022,12,37,26.0517,5.0221,0,38,7.77432,6.34004,0,12,1.41393,1.54936,0,11,2.99044,1.64887,0,11,4.3888,1.92721,72048,300000,50000000,3466078909,0,6818,2470,36.23,4615,--,72048,474667064,0,0,0,0,421,4615,-1543226435814404,4809,0,0,0,448052211,1650000,2135014966,4743,0
6_818,81,48,25,6,46,14,35,10,1337,4,21,12.9806,3.17753,2242,9,30,21.767,5.2068,1654,7,23,16.0583,3.21956,1490,6,22,14.466,2.58004,1679,6,23,16.301,3.0872,0,23,6.91885,4.71067,0,18,1.60847,1.97235,0,10,3.01339,1.41502,0,12,4.32596,1.91358,72049,300000,50000000,3466153583,1,6819,2471,36.24,6315,--,72049,474674401,0,0,0,0,389,6315,448067843,4811,300000,50000000,2135796294,448094788,1650000,2137146293,4847,0
6_819,89,45,6,7,27,14,16,9,3108,15,38,28,5.48051,2368,8,29,21.3333,4.17054,2418,7,29,21.7838,4.34628,3438,20,41,30.973,5.7711,2832,12,34,25.5135,4.87476,0,37,7.64699,6.22264,0,11,1.41202,1.45522,0,10,3.03852,1.58455,0,12,4.40847,1.91074,72051,300000,50000000,3466506069,0,6820,2471,36.23,4835,--,72051,474679325,0,0,0,0,454,4835,448070204,4812,300000,50000000,2135915292,448097204,1650000,2137265285,4650,0
6_820,94,47,12,7,34,14,22,9,3227,14,38,27.5812,5.85909,2431,7,29,20.7778,4.35225,2506,6,29,21.4188,4.46303,3553,19,43,30.3675,5.968,2927,12,34,25.0171,5.03489,0,38,7.64945,6.15308,0,12,1.44617,1.54287,0,11,3.02978,1.65557,0,11,4.43743,1.95919,72052,300000,50000000,3466584317,0,6821,2471,36.23,4793,--,72052,474682950,0,0,0,0,405,4793,448076086,4813,300000,50000000,2136208576,448103045,1650000,2137558587,5061,0
6_821,58,43,28,7,47,14,37,10,1037,0,21,13.2949,3.09718,1649,2,28,21.141,4.91655,1242,3,23,15.9231,3.19763,1143,3,22,14.6538,2.75414,1275,2,23,16.3462,3.06271,0,22,6.7888,4.71782,0,18,1.53005,1.71188,0,9,3.05137,1.4666,0,12,4.41749,1.90341,72055,280472,50000000,3466894820,1,6822,2472,36.24,5356,--,72055,474688920,0,0,0,0,469,5356,448142993,4814,286602,50000000,2139553839,448169980,1650000,2140903832,5571,0
6_822,90,43,12,7,32,14,21,9,3158,16,40,28.4505,5.45867,2396,9,30,21.5856,4.17083,2456,8,32,22.1261,4.35397,3422,18,43,30.8288,5.72158,2860,14,36,25.7658,4.76654,0,38,7.64727,6.26046,0,11,1.40984,1.50002,0,10,3.00546,1.61431,0,11,4.41202,1.86942,72057,300000,50000000,3467902078,0,6823,2472,36.23,6123,--,72057,474709320,0,0,0,0,412,6123,448144674,4816,300000,50000000,2139638517,448171668,1650000,2140988515,4648,0
6_823,90,44,14,7,35,14,24,9,3161,18,39,28.4775,5.49832,2390,9,29,21.5315,4.11725,2445,9,30,22.027,4.27534,3505,20,45,31.5766,6.13152,2876,15,36,25.9099,4.87418,0,38,7.71967,6.29082,0,12,1.44617,1.52272,0,12,3.04399,1.63382,0,12,4.40328,2.05224,72059,300000,50000000,3470496372,0,6824,2472,36.23,5052,--,72059,474731928,0,0,0,0,467,5052,448145343,4817,300000,50000000,2139671949,448172336,1650000,2141021948,5833,0
6_824,91,44,10,7,31,14,19,10,3195,16,42,28.5268,5.39669,2401,10,31,21.4375,4.25059,2444,10,32,21.8214,4.27454,3526,18,46,31.4821,5.70867,2893,14,37,25.8304,4.76199,0,38,7.61421,6.29644,0,11,1.4653,1.534,0,11,3.07678,1.6195,0,10,4.45519,1.96288,72060,300000,50000000,3470822062,0,6825,2472,36.22,4656,--,72060,474762725,0,0,0,0,378,4656,448155805,4818,300000,50000000,2140195019,448182817,1650000,2141545018,4756,0
6_825,60,41,13,6,32,13,22,9,1087,1,22,13.7595,3.96572,1763,5,35,22.3165,5.93753,1314,6,25,16.6329,3.59034,1180,4,21,14.9367,3.1476,1335,4,25,16.8987,3.77062,0,23,6.76776,4.78541,0,16,1.57322,1.79354,0,11,3.0806,1.45996,0,12,4.42787,1.9765,72061,250001,50000000,3471008368,1,6826,2473,36.23,4608,--,72061,474769273,0,0,0,0,384,4608,448157749,4819,300000,50000000,2140291530,448184732,1650000,2141641531,4670,0
6_826,95,47,10,7,32,14,20,9,3382,18,39,28.661,5.59088,2516,10,30,21.322,4.09191,2573,10,29,21.8051,4.07402,3751,21,42,31.7881,5.81181,3059,15,34,25.9237,4.74459,0,37,7.74617,6.41802,0,12,1.5112,1.61233,0,11,3.02541,1.68784,0,14,4.42459,1.93883,72062,300000,50000000,3472883024,0,6827,2473,36.22,4626,--,72062,474772958,0,0,0,0,429,4626,448165335,4820,300000,50000000,2140671479,448192338,1650000,2142021472,1744861200,0
6_827,95,45,8,6,29,14,17,9,3279,0,41,28.2672,6.22891,2458,0,31,21.1897,4.54842,2498,0,31,21.5345,4.58527,3601,0,45,31.0431,6.53029,2958,0,37,25.5,5.34257,0,38,7.64235,6.35139,0,12,1.49699,1.56087,0,12,3.09699,1.67744,0,13,4.46093,1.93172,72063,300000,50000000,3473273277,0,6828,2473,36.22,5499,--,72063,474810563,0,0,0,0,418,5499,448186985,4821,300000,50000000,2141754246,448214002,1650000,2143104247,6925,0
6_828,93,44,8,7,29,14,17,9,3286,17,41,28.8246,5.69279,2450,8,31,21.4912,4.50194,2521,8,33,22.114,4.64486,3608,19,46,31.6491,6.21258,2961,14,38,25.9737,5.14263,0,38,7.70874,6.37167,0,11,1.50738,1.56418,0,10,3.1276,1.63077,0,11,4.41967,1.98584,72064,300000,50000000,3476941771,0,6829,2473,36.21,4676,--,72064,474818431,0,0,0,0,432,4676,448234885,4822,300000,50000000,2144148372,448261876,1650000,2145498373,4576,0
6_829,89,44,7,7,28,14,17,9,3136,16,40,28.5091,5.48675,2347,10,29,21.3364,4.20233,2417,8,31,21.9727,4.54164,3432,19,45,31.2,6.063,2830,14,36,25.7273,4.9615,0,38,7.61858,6.26683,0,12,1.47186,1.52896,0,11,3.04863,1.64892,0,11,4.43197,1.91628,72065,300000,50000000,3477328909,0,6830,2473,36.21,4574,--,72065,474891703,0,0,0,0,377,4574,448248155,4823,300000,50000000,2144812408,448275114,1650000,2146162410,5196,0
6_830,72,41,11,6,30,13,20,9,1195,4,20,12.9891,3.59497,2003,8,32,21.7717,5.64551,1481,7,24,16.0978,3.60573,1320,7,20,14.3478,3.01963,1495,6,23,16.25,3.61045,0,23,6.71175,4.78074,0,18,1.67459,1.83078,0,10,3.1082,1.46928,0,16,4.51776,1.99274,72066,300000,50000000,3477643666,1,6831,2474,36.22,4611,--,72066,474899367,0,0,0,0,422,4611,448254226,4824,300000,50000000,2145115259,448281214,1650000,2146465268,4586,0
6_831,89,44,8,7,28,14,17,9,3107,16,39,28.2455,5.6764,2338,8,29,21.2545,4.44448,2393,8,30,21.7545,4.65381,3394,18,42,30.8545,6.03149,2808,13,35,25.5273,5.06451,0,37,7.58169,6.22112,0,11,1.4765,1.52098,0,11,3.05055,1.66166,0,10,4.46639,1.91876,72067,259097,50000000,3477955329,0,6832,2474,36.21,4530,--,72067,474905692,0,0,0,0,390,4530,448274172,4825,278231,50000000,2146113341,448301186,1650000,2147463336,4990,0
6_832,63,44,15,6,35,13,24,9,1135,3,21,13.6747,3.66063,1796,7,33,21.6386,5.4719,1366,5,24,16.4578,3.55779,1232,4,20,14.8434,3.10647,1381,5,24,16.6386,3.54176,0,23,6.71612,4.77705,0,16,1.63169,1.7524,0,9,3.15273,1.45925,0,13,4.49071,2.0104,72068,263498,50000000,3478658567,1,6833,2475,36.22,5253,--,72068,474912002,0,0,0,0,381,5253,448302221,4826,300000,50000000,2147515974,448329222,1650000,2148865975,6041,0
6_833,60,40,14,8,33,14,23,10,1055,6,19,13.3544,2.92106,1703,9,30,21.557,4.64635,1287,6,24,16.2911,3.32292,1168,8,21,14.7848,2.60803,1305,9,22,16.519,2.93758,0,23,6.69426,4.76488,0,15,1.56831,1.637,0,9,3.10027,1.43552,0,13,4.50765,1.94983,72069,300000,50000000,3478994137,0,6834,2475,36.22,4583,--,72069,474926037,0,0,0,0,413,4583,448307014,4827,300000,50000000,2147754878,448334003,1650000,2149104873,6508,0
6_834,90,44,12,7,32,14,21,9,3152,17,39,28.3964,5.68114,2370,9,29,21.3514,4.07287,2412,9,31,21.7297,4.16538,3454,20,41,31.1171,5.80732,2850,14,34,25.6757,4.78956,0,38,7.54727,6.25747,0,11,1.52787,1.558,0,12,3.16667,1.67889,0,11,4.50273,1.95935,72070,250002,50000000,3480860324,0,6835,2475,36.21,4705,--,72070,474932706,0,0,0,0,402,4705,448353560,4828,300000,50000000,2150082406,448380517,1650000,2151432403,4596,0
6_835,92,46,8,6,29,14,18,9,3214,17,39,28.193,5.66131,2411,8,30,21.1491,4.25345,2468,7,30,21.6491,4.35081,3562,20,42,31.2456,6.04597,2917,14,35,25.5877,4.93788,0,37,7.61366,6.3085,0,11,1.52432,1.54538,0,11,3.13033,1.62367,0,12,4.49918,1.98057,72071,300000,50000000,3480912213,0,6836,2475,36.21,5986,--,72071,474970179,0,0,0,0,402,5986,448355479,4829,300000,50000000,2150178623,448382479,1650000,2151528619,4709,0
6_836,67,44,12,6,32,13,21,9,1149,3,20,13.2069,3.4178,1861,7,32,21.3908,5.342,1405,7,24,16.1494,3.36147,1274,6,21,14.6437,2.91637,1418,6,23,16.2989,3.3941,0,24,6.69918,4.78487,0,17,1.63825,1.76386,0,10,3.10546,1.43904,0,13,4.44071,1.99659,72073,300000,50000000,3481626839,1,6837,2476,36.21,5547,--,72073,474984026,0,0,0,0,420,5547,448376950,4830,300000,50000000,2151252116,448403953,1650000,2152602113,5572,0
6_837,100,47,9,6,30,15,19,9,3337,0,39,27.3525,6.59846,2498,0,31,20.4754,5.05902,2565,0,30,21.0246,5.17792,3730,0,43,30.5738,7.14592,3031,0,35,24.8443,5.88972,0,37,7.59672,6.3135,0,11,1.57049,1.54927,0,11,3.17049,1.68857,0,14,4.50246,1.98567,72075,300000,50000000,3483956371,0,6838,2476,36.21,4593,--,72075,475011702,0,0,0,0,406,4593,448422115,4831,300000,50000000,2153510503,-1543226435814404,0,0,4731,0
6_838,59,47,13,6,33,13,22,9,1110,0,21,13.875,3.82222,1754,5,35,21.925,5.81759,1349,6,26,16.8625,3.66655,1190,4,21,14.875,2.94693,1351,4,25,16.8875,3.64003,0,25,6.75082,4.78833,0,17,1.6153,1.74543,0,9,3.1347,1.40166,0,12,4.44426,1.89777,72076,300000,50000000,3484170595,1,6839,2477,36.22,4684,--,72076,475031999,0,0,0,0,386,4684,448464090,4832,300000,50000000,2155609239,448491097,1650000,2156959238,4612,0
6_839,61,44,13,6,33,13,22,9,1092,3,20,13.4815,3.66536,1707,7,30,21.0741,5.37433,1323,8,23,16.3333,3.38479,1193,6,20,14.7284,2.81097,1330,6,23,16.4198,3.43139,0,23,6.72213,4.71547,0,16,1.58852,1.70585,0,9,3.11093,1.45675,0,13,4.46557,1.96281,72077,300000,50000000,3485397870,1,6840,2478,36.23,5612,--,72077,475036224,0,0,0,0,381,5612,448480456,4833,300000,50000000,2156429116,448507494,1650000,2157779119,5024,0
6_840,89,42,11,7,31,14,20,9,3161,18,42,29,5.50563,2369,11,30,21.7339,4.01977,2402,9,32,22.0367,4.17051,3483,21,45,31.9541,5.80949,2859,16,37,26.2294,4.75575,0,39,7.64727,6.35429,0,12,1.50492,1.55368,0,11,3.07186,1.65626,0,11,4.4582,1.9294,72078,300000,50000000,3485576595,0,6841,2478,36.22,4664,--,72078,475060754,0,0,0,0,367,4664,448498729,4834,300000,50000000,2157338665,448525676,1650000,2158688668,4675,0
6_841,87,44,11,7,31,14,20,9,3028,16,39,28.037,5.90657,2309,7,30,21.3796,4.79722,2363,6,31,21.8796,4.89466,3368,17,44,31.1852,6.40334,2770,13,36,25.6481,5.41656,0,37,7.51148,6.17643,0,11,1.45027,1.46731,0,10,3.05301,1.64447,0,11,4.50082,1.92545,72079,300000,50000000,3485694158,0,6842,2478,36.22,4911,--,72079,475064336,0,0,0,0,314,4911,448538413,4835,300000,50000000,2159325130,-1543226435814404,0,0,4545,0
6_842,89,44,12,7,32,14,21,9,3113,14,41,28.3,5.89538,2342,6,30,21.2909,4.35127,2396,6,31,21.7818,4.66005,3420,18,42,31.0909,5.9978,2818,11,35,25.6182,5.02897,0,38,7.62732,6.2557,0,12,1.47568,1.52814,0,11,3.05246,1.62813,0,12,4.43333,1.92771,72081,284489,50000000,3486962583,0,6843,2478,36.21,5621,--,72081,475072523,0,0,0,0,480,5621,448568577,4836,300000,50000000,2160833676,448595578,1650000,2162183676,4652,0
6_843,93,44,12,7,33,14,21,9,3326,18,42,29.1754,5.69433,2485,12,31,21.7982,4.23473,2536,11,32,22.2456,4.26853,3664,20,47,32.1404,5.99543,2999,16,38,26.307,4.92955,0,39,7.76284,6.422,0,11,1.50656,1.58156,0,12,3.09891,1.69104,0,11,4.40656,1.95992,72082,300000,50000000,3487060310,0,6844,2478,36.21,4735,--,72082,475092001,0,0,0,0,378,4735,448594491,4837,300000,50000000,2162128861,448621481,1650000,2163478862,4629,0
6_844,196,68,14,5,45,15,29,9,5940,0,48,26.0526,9.32064,3979,0,31,17.4518,6.39094,3995,0,31,17.5219,6.04257,6664,0,50,29.2281,9.56422,5142,0,40,22.5526,7.55749,0,45,8.84809,7.5419,0,18,1.91557,2.55095,0,19,3.33579,2.56097,0,12,4.51776,1.98876,72084,300000,50000000,3489465447,0,6845,2478,36.20,4780,--,72084,475125844,0,0,0,0,428,4780,448613056,4838,300000,50000000,2163057317,448640065,1650000,2164407312,4611,0
6_845,94,44,14,7,35,14,23,9,3307,16,41,28.7565,5.546,2471,11,31,21.487,4.22696,2519,11,31,21.9043,4.05178,3711,18,46,32.2696,5.92757,3004,14,37,26.1217,4.83672,0,39,7.73934,6.37253,0,11,1.51721,1.57854,0,12,3.08251,1.66046,0,12,4.48361,1.95984,72085,300000,50000000,3489691107,0,6846,2478,36.20,4621,--,72085,475142174,0,0,0,0,335,4621,448649825,4839,300000,50000000,2164895223,448676810,1650000,2166245216,5245,0
6_846,94,45,15,7,36,14,24,10,3377,16,42,29.1121,5.74872,2537,11,33,21.8707,4.47508,2567,8,32,22.1293,4.40323,3722,20,46,32.0862,6.17918,3059,14,38,26.3707,5.08468,0,39,7.75464,6.43079,0,11,1.51093,1.56608,0,12,3.13443,1.68697,0,13,4.49153,2.01814,72086,300000,50000000,3489851396,0,6847,2478,36.19,4700,--,72086,475146607,0,0,0,0,404,4700,448654083,4840,300000,50000000,2165108993,448681091,1650000,2166458992,4661,0
6_847,207,67,17,4,47,16,31,9,6016,0,44,25.384,8.11626,4124,0,29,17.4008,5.51749,4172,0,29,17.6034,5.42176,6673,0,48,28.1561,8.50545,5241,0,37,22.1139,6.60773,0,41,8.65929,7.24381,0,17,1.80219,2.40757,0,17,3.31448,2.39883,0,13,4.4123,2.04036,72088,300000,50000000,3492445703,0,6848,2478,36.19,5186,--,72088,475183843,0,0,0,0,460,5186,448657385,4841,300000,50000000,2165274038,448684390,1650000,2166624045,4653,0
6_848,102,47,16,5,37,14,25,9,3385,0,41,27.2984,6.67081,2534,0,30,20.4355,4.97938,2605,0,31,21.0081,5.02333,3712,0,44,29.9355,6.8306,3062,0,36,24.6935,5.72794,0,38,7.61667,6.2424,0,12,1.45656,1.57057,0,12,3.08197,1.67572,0,11,4.46803,1.92703,72089,300000,50000000,3492661782,0,6849,2478,36.18,4812,--,72089,475201712,0,0,0,0,378,4812,448663290,4842,300000,50000000,2165568884,448690280,1650000,2166918892,524297,0
6_849,79,47,19,6,40,14,29,9,1316,4,20,13.0297,3.74815,2216,8,33,21.9406,5.62847,1630,7,24,16.1386,3.6938,1448,6,21,14.3366,2.90536,1652,6,23,16.3564,3.55044,0,23,6.78852,4.68343,0,18,1.65464,1.95841,0,10,3.07404,1.44261,0,13,4.46475,1.94588,72090,300000,50000000,3494526678,1,6850,2479,36.19,4516,--,72090,475206049,0,0,0,0,490,4516,448689888,4844,260562,50000000,2166898804,448716886,1650000,2168248801,655370,0
6_850,94,45,18,6,39,14,28,9,3318,0,41,28.8522,6.09668,2480,0,31,21.5652,4.61402,2545,0,33,22.1304,4.56741,3630,0,45,31.5652,6.53037,2992,0,37,26.0174,5.31607,0,39,7.64836,6.31466,0,11,1.48251,1.56916,0,12,3.13005,1.69748,0,11,4.46339,1.96653,72091,300000,50000000,3494657258,0,6851,2479,36.18,4915,--,72091,475243333,0,0,0,0,405,4915,-1543226435814404,4843,0,0,0,448690698,1650000,2166940835,4664,0
6_851,98,44,18,6,38,14,27,9,3262,14,40,27.4118,6.43704,2459,6,30,20.6639,5.06143,2539,5,32,21.3361,5.09453,3536,16,44,29.7143,6.35655,2950,11,36,24.7899,5.63285,0,38,7.55328,6.14969,0,13,1.45246,1.52652,0,12,3.0429,1.61281,0,12,4.37951,1.86921,72093,300000,50000000,3496366065,0,6852,2479,36.18,4694,--,72093,475266694,0,0,0,0,460,4694,448691271,4845,300000,50000000,2166968397,448718278,1650000,2168318402,4713,0
6_852,94,45,19,7,40,14,29,9,3322,17,41,28.6379,5.61617,2484,11,29,21.4138,4.06853,2548,11,31,21.9655,4.01276,3659,20,45,31.5431,5.69088,3006,16,36,25.9138,4.67674,0,39,7.6918,6.26362,0,13,1.45355,1.59225,0,12,3.05383,1.69283,0,11,4.4112,1.92113,72094,300000,50000000,3498485168,0,6853,2479,36.17,4550,--,72094,475280117,0,0,0,0,389,4550,448720417,4846,300000,50000000,2168425512,448747411,1650000,2169775509,4903,0
6_853,85,42,20,7,40,14,29,9,3041,15,40,28.9619,5.77997,2292,7,30,21.8286,4.28387,2335,7,30,22.2381,4.758,3380,20,44,32.1905,6.24133,2766,12,35,26.3429,5.14518,0,38,7.68169,6.25514,0,13,1.44617,1.53238,0,11,3.15027,1.67278,0,12,4.51038,2.02758,72095,300000,50000000,3499111912,0,6854,2479,36.17,4576,--,72095,475322515,0,0,0,0,389,4576,448730670,4847,300000,50000000,2168937897,448757661,1650000,2170287894,5781,0
6_854,94,44,20,7,41,14,30,10,3337,15,42,29.0174,5.79652,2493,10,31,21.6783,4.25808,2563,7,32,22.287,4.47751,3670,18,46,31.913,5.88966,3018,13,38,26.2435,4.98274,0,39,7.69809,6.35273,0,12,1.48934,1.60656,0,11,3.1765,1.69731,0,11,4.5194,2.00284,72096,300000,50000000,3499817906,0,6855,2479,36.16,4626,--,72096,475335032,0,0,0,0,402,4626,448739888,4848,300000,50000000,2169398206,448766879,1650000,2170748205,4591,0
6_855,88,43,21,7,41,14,30,9,3149,14,40,28.8899,5.49786,2374,6,30,21.7798,4.18244,2413,6,31,22.1376,4.30802,3480,18,46,31.9266,6.04829,2850,11,36,26.1468,4.8874,0,38,7.60055,6.2495,0,11,1.47869,1.53211,0,11,3.14098,1.65833,0,13,4.50519,1.97269,72097,300000,50000000,3502636960,0,6856,2479,36.16,4685,--,72097,475349156,0,0,0,0,456,4685,448747436,4849,300000,50000000,2169777485,448774471,1650000,2171127488,5074,0
6_856,71,42,24,8,44,14,33,10,1223,6,21,13.2935,3.0236,2063,10,31,22.4239,5.2714,1512,7,23,16.4348,3.13225,1354,9,22,14.7174,2.58897,1540,9,24,16.7391,2.96307,0,22,6.77104,4.72484,0,19,1.62186,1.91533,0,9,3.16284,1.46311,0,13,4.5235,1.93338,72098,300000,50000000,3503349299,1,6857,2480,36.17,4580,--,72098,475405563,0,0,0,0,386,4580,448771654,4850,300000,50000000,2170987371,448798633,1650000,2172337370,4602,0
6_857,283,103,28,2,60,21,44,9,7258,0,44,22.128,8.49329,5324,0,31,16.2317,6.33861,5375,0,31,16.3872,6.8645,8195,0,46,24.9848,9.19553,6528,0,36,19.9024,7.37805,0,42,9.11694,7.33958,0,17,1.8071,2.16995,0,18,3.2194,2.2933,0,11,4.33607,2.07408,72099,300000,50000000,3504191326,0,6858,2480,36.16,4587,--,72099,475419932,0,0,0,0,392,4587,448773763,4851,300000,50000000,2171091679,448800744,1650000,2172441684,4719,0
6_858,58,39,24,8,42,14,32,10,1033,7,19,13.4156,3.07208,1669,9,30,21.6753,4.86557,1267,7,23,16.4545,3.11905,1153,8,21,14.974,2.79133,1279,8,22,16.6104,3.12159,0,22,6.81175,4.70964,0,15,1.57568,1.64765,0,9,3.14481,1.46463,0,12,4.43443,1.95546,72100,300000,50000000,3504911032,1,6859,2481,36.17,4701,--,72100,475436630,0,0,0,0,411,4701,448797534,4852,300000,50000000,2172282460,448824563,1650000,2173632461,4854,0
6_859,90,43,16,7,36,14,25,9,3252,16,40,29.2973,5.55658,2417,10,30,21.7748,4.20571,2465,12,31,22.2072,4.18947,3524,18,44,31.7477,5.90384,2917,14,36,26.2793,4.87718,0,38,7.6388,6.32478,0,12,1.50574,1.58914,0,11,3.15082,1.725,0,11,4.47896,1.93468,72101,300000,50000000,3505462341,0,6860,2481,36.17,4628,--,72101,475451009,0,0,0,0,408,4628,448807662,4853,300000,50000000,2172787714,448834661,1650000,2174137715,4672,0
6_860,93,44,20,7,41,14,29,10,3347,18,43,29.3596,5.44208,2499,12,31,21.9211,4.11276,2559,9,32,22.4474,4.16563,3629,20,46,31.8333,5.58179,3010,15,38,26.4035,4.69737,0,39,7.75082,6.34342,0,11,1.45792,1.57391,0,11,3.09344,1.65345,0,12,4.4347,1.9198,72102,300000,50000000,3506140187,0,6861,2481,36.16,4544,--,72102,475462066,0,0,0,0,380,4544,448813132,4854,300000,50000000,2173061359,448840149,1650000,2174411360,4606,0
