index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,integral_CH1-CH0,min_CH1-CH0,max_CH1-CH0,ave_CH1-CH0,std_CH1-CH0,integral_CH2-CH0,min_CH2-CH0,max_CH2-CH0,ave_CH2-CH0,std_CH2-CH0,integral_CH3-CH0,min_CH3-CH0,max_CH3-CH0,ave_CH3-CH0,std_CH3-CH0,integral_CH4-CH0,min_CH4-CH0,max_CH4-CH0,ave_CH4-CH0,std_CH4-CH0,integral_Est0,min_Est0,max_Est0,ave_Est0,std_Est0,integral_Est1,min_Est1,max_Est1,ave_Est1,std_Est1,id,count,frequency,sort_timestamp,sort,n_sample,n_sort,sort_rate,proc_time,proc_idc,id,abs_time,1st_img,2nd_img,3rd_img,data_ready,proc_begin,proc_time,none,sort,result0,result1,result2,result3,result4
2_959,181,60,37,10,56,28,44,17,3437,0,40,16.445,10.9823,2960,0,33,14.1627,8.43224,3404,0,37,16.2871,9.17005,4459,0,47,21.3349,11.2076,3563,0,39,17.0478,9.85821,115,0,5,0.550239,1.07988,369,0,8,1.76555,2.46071,1022,0,12,4.88995,2.86245,275,0,6,1.31579,1.7515,66.9073,-0.0908938,1,0.320131,0.22944,0.479615,-0.468232,0.360692,0.00229481,0.115941,26013,252675,50000000,346370958,0,2960,1,0.03,3122,--,26013,28278990,0,0,0,0,318,3122,,0,155,0.289891,0.058897,44.9331,9.12903
2_960,213,64,37,8,56,28,44,17,3672,0,37,15.1111,10.6028,3192,0,30,13.1358,8.27871,3761,0,35,15.4774,9.21544,4851,0,44,19.963,11.4968,3873,0,36,15.9383,9.80973,97,0,4,0.399177,0.956416,427,0,9,1.7572,2.45341,1179,0,11,4.85185,2.97636,320,0,5,1.31687,1.62111,79.8165,-0.145411,1,0.328463,0.258596,-4.67167,-0.422428,0.419408,-0.019225,0.135607,26014,300000,50000000,346894500,0,2961,1,0.03,3207,--,26014,28288483,0,0,0,0,338,3207,,0,166,0.257441,0.0537356,42.7352,8.92011
2_961,162,55,37,12,55,28,44,18,2777,0,40,14.8503,11.1944,2399,0,33,12.8289,8.59254,2811,0,36,15.0321,9.24816,3750,0,47,20.0535,12.1531,2934,0,38,15.6898,10.1776,108,0,6,0.57754,1.17829,376,0,8,2.0107,2.5978,973,0,13,5.20321,3.22281,269,0,6,1.4385,1.79429,55.8016,-0.203651,1,0.298405,0.257909,-2.69196,-0.475748,0.465505,-0.0143955,0.140227,26015,300000,50000000,347352217,0,2962,1,0.03,3101,--,26015,28298974,0,0,0,0,295,3101,,0,158,0.287689,0.0465327,45.4548,7.35216
2_962,357,87,39,9,68,30,51,18,6614,0,38,16.702,10.6906,5236,0,29,13.2222,8.12317,5937,0,35,14.9924,8.80068,8595,0,44,21.7045,11.8476,6586,0,35,16.6313,9.66669,116,0,5,0.292929,0.775281,530,0,9,1.33838,2.13595,1981,0,14,5.00253,2.99958,413,0,6,1.04293,1.56046,124.568,-0.145844,0.998066,0.314565,0.233539,-13.6627,-0.45562,0.346116,-0.0345019,0.114567,26016,300000,50000000,347458113,0,2963,1,0.03,3264,--,26016,28308111,0,0,0,0,367,3264,,0,362,0.356957,0.0254291,129.218,9.20533
2_963,221,65,37,10,57,29,45,18,3902,0,37,15.5458,10.3258,3440,0,30,13.7052,8.067,4014,0,34,15.992,8.9358,5286,0,45,21.0598,11.1852,4161,0,36,16.5777,9.50681,122,0,6,0.486056,1.05751,472,0,8,1.88048,2.36038,1384,0,13,5.51394,3.00246,374,0,6,1.49004,1.70624,86.8642,-0.0835197,1,0.346072,0.252506,-10.5706,-0.461291,0.337869,-0.042114,0.138969,26019,300000,50000000,348173692,0,2964,1,0.03,3126,--,26019,28318678,0,0,0,0,311,3126,,0,177,0.293619,0.0533051,51.9705,9.43501
2_964,209,62,39,9,57,28,46,18,3810,0,39,15.9414,10.2433,3291,0,30,13.7699,7.83628,3869,0,33,16.1883,8.78248,5054,0,44,21.1464,10.628,4010,0,36,16.7782,9.28517,126,0,5,0.527197,1.02597,443,0,8,1.85356,2.46131,1244,0,11,5.20502,2.83799,335,0,5,1.40167,1.75656,79.3094,-0.175333,1,0.331838,0.23763,-3.90256,-0.411867,0.464478,-0.0163287,0.127992,26022,300000,50000000,349254170,0,2965,1,0.03,3352,--,26022,28344637,0,0,0,0,420,3352,,0,180,0.313979,0.0580967,56.5161,10.4574
2_965,208,64,39,8,57,28,46,18,3546,0,37,14.8992,10.4382,3145,0,29,13.2143,8.12147,3727,0,33,15.6597,8.96994,4826,0,42,20.2773,11.2403,3810,0,35,16.0084,9.54071,141,0,6,0.592437,1.21522,507,0,10,2.13025,2.85869,1280,0,14,5.37815,3.21235,377,0,7,1.58403,1.90512,87.5357,-0.0830357,1,0.367797,0.28181,-5.93599,-0.540145,0.579317,-0.0249411,0.159642,26025,300000,50000000,349738175,0,2966,1,0.03,3091,--,26025,28355057,0,0,0,0,292,3091,,0,178,0.310916,0.0579635,55.3431,10.3175
2_966,260,65,43,9,66,25,53,16,4298,0,40,14.7698,10.079,3337,0,29,11.4674,7.01311,3799,0,31,13.055,7.14146,5545,0,46,19.055,10.7286,4251,0,36,14.6082,8.60419,95,0,4,0.32646,0.808006,345,0,9,1.18557,2.03743,1247,0,10,4.28522,2.03688,238,0,5,0.817869,1.31519,61.999,-0.143709,0.860117,0.213055,0.200566,2.61246,-0.20029,0.347494,0.00897752,0.0772101,26028,300000,50000000,350646805,0,2967,1,0.03,3184,--,26028,28359443,0,0,0,0,366,3184,,0,265,0.262736,0.000479929,69.6251,0.127181
2_967,177,56,40,10,57,28,47,18,3074,0,41,15.1429,10.6542,2670,0,31,13.1527,8.34841,3135,0,36,15.4433,9.10262,4141,0,46,20.399,11.5436,3255,0,38,16.0345,9.77651,87,0,4,0.428571,0.875823,374,0,9,1.84236,2.47446,1067,0,13,5.25616,3.14406,283,0,5,1.39409,1.68808,67.334,-0.15497,1,0.331695,0.257045,-7.75585,-0.506747,0.312839,-0.0382061,0.139409,26030,300000,50000000,350676693,0,2968,1,0.03,3212,--,26030,28374048,0,0,0,0,314,3212,,0,157,0.253307,0.0427257,39.7692,6.70794
2_968,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26033,300000,50000000,351119018,0,2969,1,0.03,3140,--,26033,28378868,0,0,0,0,293,3140,,1,2784,0.151582,0.0682554,422.003,190.023
2_969,196,58,40,10,58,28,47,18,3497,0,36,15.6816,10.4929,3056,0,31,13.704,8.12472,3595,0,34,16.1211,9.00666,4666,0,42,20.9238,10.9331,3705,0,36,16.6143,9.48372,121,0,7,0.542601,1.08257,452,0,9,2.02691,2.58127,1169,0,13,5.24215,3.29759,340,0,7,1.52466,1.81377,74.5108,-0.179868,1,0.334129,0.241474,-5.5664,-0.484102,0.525795,-0.0249614,0.143604,26034,250001,50000000,351305292,0,2970,1,0.03,3140,--,26034,28383493,0,0,0,0,292,3140,,0,181,0.345539,0.0700656,62.5426,12.6819
2_970,185,59,40,12,57,28,47,19,3043,0,39,14.2864,10.0369,2668,0,32,12.5258,7.77655,3199,0,36,15.0188,8.86623,4221,0,45,19.8169,11.1055,3280,0,38,15.3991,9.28401,137,0,6,0.643192,1.23881,443,0,9,2.07981,2.39095,1178,0,12,5.53052,3.19261,344,0,6,1.61502,1.74748,72.4004,-0.298534,0.961751,0.339908,0.281259,-7.51336,-0.500901,0.547204,-0.035274,0.163662,26035,300000,50000000,351713355,0,2971,1,0.03,3047,--,26035,28387159,0,0,0,0,243,3047,,0,148,0.214069,0.0291715,31.6821,4.31738
2_971,215,63,41,10,58,29,47,18,3920,0,37,15.935,9.93044,3465,0,29,14.0854,7.67352,4109,0,32,16.7033,8.44912,5280,0,43,21.4634,10.3573,4187,0,35,17.0203,8.94902,137,0,4,0.556911,1.01754,553,0,10,2.24797,2.75554,1360,0,14,5.52846,3.18361,408,0,7,1.65854,1.84712,89.7208,-0.0829031,1,0.364719,0.244667,-9.28123,-0.459006,0.284201,-0.0377286,0.134737,26036,300000,50000000,351919314,0,2972,1,0.03,3219,--,26036,28395327,0,0,0,0,361,3219,,0,174,0.319593,0.0501268,55.6092,8.72207
2_972,2645,276,6,6,122,30,63,17,18827,0,25,6.76257,5.44599,21350,1,25,7.66882,5.66576,26946,1,29,9.67888,5.81747,33224,4,31,11.9339,6.48085,25110,3,26,9.0194,5.76818,3024,0,6,1.08621,1.13292,8145,0,9,2.92565,1.59422,14398,0,12,5.1717,1.97487,6287,0,6,2.25826,1.0324,351.817,-0.442063,1,0.126371,0.242782,157.548,-0.504187,0.759352,0.0565905,0.162602,26038,300000,50000000,352024122,0,2973,1,0.03,3232,--,26038,28398638,0,0,0,0,390,3232,,1,2784,0.148211,0.0666588,412.62,185.578
2_973,178,57,87,11,105,28,94,18,3060,0,39,15,10.6283,2671,0,31,13.0931,8.35875,3183,0,36,15.6029,9.31182,4112,0,45,20.1569,11.551,3255,0,38,15.9559,9.82309,96,0,4,0.470588,0.887891,427,0,9,2.09314,2.63761,1052,0,12,5.15686,3.21225,304,0,6,1.4902,1.77259,56.8373,-0.146212,0.860775,0.278614,0.221011,-5.62599,-0.444791,0.245588,-0.0275784,0.116626,26041,250001,50000000,352640544,0,2974,1,0.03,3142,--,26041,28408518,0,0,0,0,289,3142,,0,147,0.190315,0.0304996,27.9763,4.48344
2_974,210,60,40,10,59,28,48,18,3706,0,36,15.5714,10.5509,3224,0,30,13.5462,8.26631,3745,0,35,15.7353,9.14871,4873,0,42,20.4748,11.2939,3889,0,36,16.3403,9.72596,116,0,5,0.487395,0.998869,407,0,8,1.71008,2.35949,1167,0,12,4.90336,2.96816,315,0,5,1.32353,1.6679,76.2409,-0.123828,1,0.32034,0.252991,-3.67757,-0.419519,0.412537,-0.015452,0.129926,26043,300000,50000000,352811800,0,2975,1,0.03,3170,--,26043,28413882,0,0,0,0,313,3170,,0,199,0.32124,0.0692565,63.9269,13.782
2_975,238,72,40,8,59,29,48,18,4324,0,36,15.8971,10.1665,3728,0,30,13.7059,7.99597,4377,0,32,16.0919,8.80648,5777,0,43,21.239,10.9895,4556,0,35,16.75,9.3508,120,0,5,0.441176,0.979681,500,0,10,1.83824,2.50652,1453,0,13,5.34191,2.89218,378,0,7,1.38971,1.7349,105.317,-0.068322,1,0.387195,0.272743,-10.1588,-0.52759,0.40469,-0.0373486,0.142723,26044,300000,50000000,353085171,0,2976,1,0.03,3064,--,26044,28417323,0,0,0,0,330,3064,,0,176,0.340415,0.05463,59.913,9.61489
2_976,398,106,42,7,73,30,56,18,7093,0,40,15.9752,10.3898,5763,0,31,12.9797,8.13357,6663,0,35,15.0068,8.91008,9360,0,46,21.0811,11.5033,7218,0,37,16.2568,9.56424,154,0,6,0.346847,0.852376,619,0,7,1.39414,2.09999,2267,0,14,5.10586,2.99625,492,0,5,1.10811,1.56597,120.661,-0.189116,1,0.271759,0.21735,-14.0604,-0.444906,0.345787,-0.0316677,0.107359,26045,300000,50000000,353518854,0,2977,1,0.03,3190,--,26045,28422778,0,0,0,0,339,3190,,0,416,0.315048,0.0256523,131.06,10.6714
2_977,345,81,43,9,69,30,54,18,6030,0,40,15.7853,10.0426,4976,0,30,13.0262,7.61642,5665,0,32,14.8298,8.28421,7856,0,45,20.5654,10.968,6123,0,36,16.0288,9.03233,156,0,5,0.408377,0.880702,569,0,8,1.48953,2.22166,1826,0,15,4.7801,3.14964,456,0,5,1.19372,1.60469,91.1852,-0.17532,1,0.238705,0.188846,-6.78211,-0.465346,0.358752,-0.0177542,0.0966595,26047,300000,50000000,354071869,0,2978,1,0.03,4308,--,26047,28431445,0,0,0,0,380,4308,,0,298,0.319012,0.0506293,95.0656,15.0875
2_978,178,62,42,10,61,28,48,17,3392,0,39,16.3865,10.9189,2881,0,31,13.9179,8.48517,3335,0,34,16.1111,9.19211,4412,0,45,21.314,11.2298,3506,0,37,16.9372,9.79948,85,0,4,0.410628,0.884916,342,0,10,1.65217,2.41469,1021,0,13,4.93237,3.00969,262,0,6,1.2657,1.71155,74.6634,-0.0743422,1,0.360693,0.255872,-4.62883,-0.451462,0.237869,-0.0223615,0.140412,26048,300000,50000000,354236500,0,2979,1,0.03,3154,--,26048,28442510,0,0,0,0,291,3154,,0,174,0.313095,0.0630316,54.4786,10.9675
2_979,213,71,42,9,61,29,49,18,3950,0,38,16.1224,10.1351,3404,0,31,13.8939,7.87485,3971,0,33,16.2082,8.69539,5183,0,43,21.1551,10.5114,4132,0,36,16.8653,9.17329,105,0,4,0.428571,0.880631,453,0,8,1.84898,2.49032,1233,0,12,5.03265,2.75662,331,0,5,1.35102,1.67796,89.3172,-0.165586,1,0.36456,0.25357,-4.69241,-0.464598,0.346718,-0.0191527,0.131412,26053,300000,50000000,355834001,0,2980,1,0.03,4834,--,26053,28468649,0,0,0,0,618,4834,,0,178,0.323893,0.0629824,57.6529,11.2109
2_980,246,71,42,8,62,29,50,18,4288,0,37,15.3143,10.2672,3767,0,31,13.4536,7.99004,4412,0,34,15.7571,8.97407,5791,0,42,20.6821,10.9379,4565,0,36,16.3036,9.41792,156,0,5,0.557143,1.17578,528,0,9,1.88571,2.53711,1503,0,11,5.36786,2.93447,411,0,6,1.46786,1.81237,99.11,-0.239581,1,0.353964,0.241642,-7.94087,-0.418805,0.415794,-0.0283603,0.13791,26054,300000,50000000,356015052,0,2981,1,0.03,4997,--,26054,28477897,0,0,0,0,536,4997,,0,184,0.314535,0.0557181,57.8744,10.2521
2_981,216,63,42,10,62,29,50,18,3912,0,40,15.9673,10.3178,3382,0,31,13.8041,8.04036,3973,0,35,16.2163,8.94508,5188,0,47,21.1755,10.8631,4119,0,38,16.8122,9.45826,115,0,4,0.469388,0.975245,457,0,9,1.86531,2.43491,1276,0,13,5.20816,2.90698,350,0,6,1.42857,1.71667,84.7776,-0.0880043,1,0.346031,0.230872,-6.77882,-0.414894,0.331586,-0.0276686,0.12209,26055,300000,50000000,356324963,0,2982,1,0.03,5183,--,26055,28481558,0,0,0,0,466,5183,,0,179,0.297253,0.0532249,53.2083,9.52726
2_982,212,68,43,10,62,29,50,18,3959,0,40,16.2254,10.3335,3502,0,31,14.3525,7.98094,4021,0,34,16.4795,8.70248,5219,0,46,21.3893,10.5033,4178,0,38,17.123,9.21027,193,0,6,0.790984,1.31564,522,0,9,2.13934,2.69886,1260,0,12,5.16393,3.05244,397,0,6,1.62705,1.945,81.2074,-0.194378,1,0.332817,0.2381,2.65744,-0.472505,0.443004,0.0108912,0.131673,26056,283832,50000000,357106558,0,2983,1,0.03,4614,--,26056,28487713,0,0,0,0,407,4614,,0,183,0.311382,0.0696431,56.9829,12.7447
2_983,182,57,43,11,61,28,50,18,3127,0,38,14.9617,10.587,2806,0,31,13.4258,8.27376,3264,0,37,15.6172,9.28841,4257,0,44,20.3684,11.3523,3368,0,38,16.1148,9.76206,146,0,6,0.698565,1.23352,432,0,10,2.06699,2.58359,1130,0,13,5.4067,3.23441,337,0,6,1.61244,1.87352,75.6691,-0.17106,1,0.362053,0.280206,-4.27887,-0.489789,0.473167,-0.0204731,0.157294,26057,300000,50000000,358082795,0,2984,1,0.03,4578,--,26057,28503344,0,0,0,0,378,4578,,0,178,0.299089,0.0611558,53.2379,10.8857
2_984,422,107,44,7,75,30,57,18,7483,0,39,15.9552,9.7002,6128,0,29,13.0661,7.57914,7023,0,35,14.9744,8.31261,9898,0,45,21.1045,10.7145,7620,0,36,16.2473,8.85506,182,0,5,0.38806,0.906472,710,0,10,1.51386,2.25986,2415,0,14,5.14925,2.83052,555,0,6,1.18337,1.60239,126.059,-0.19112,1,0.268782,0.208474,-11.9243,-0.432704,0.417113,-0.025425,0.105956,26058,300000,50000000,358357640,0,2985,1,0.03,4961,--,26058,28522875,0,0,0,0,496,4961,,0,341,0.346801,0.0137605,118.259,4.69232
2_985,226,65,43,10,62,29,50,18,4164,0,37,16.2023,9.85764,3651,0,29,14.2062,7.76004,4273,0,32,16.6265,8.47981,5582,0,44,21.7198,10.5244,4417,0,35,17.1868,9.02246,125,0,4,0.486381,0.950532,541,0,10,2.10506,2.6773,1418,0,13,5.51751,2.92591,394,0,6,1.53307,1.83351,92.6722,-0.118152,1,0.360592,0.245562,-8.42413,-0.373648,0.257387,-0.0327787,0.12818,26060,300000,50000000,358626792,0,2986,1,0.03,4636,--,26060,28528393,0,0,0,0,412,4636,,0,198,0.328766,0.0598298,65.0958,11.8463
2_986,219,71,43,10,62,30,50,18,4141,0,39,16.4325,10.5156,3544,0,31,14.0635,7.96046,4146,0,33,16.4524,8.71562,5427,0,45,21.5357,10.8212,4314,0,37,17.119,9.34914,117,0,5,0.464286,1.0053,469,0,8,1.86111,2.40711,1286,0,12,5.10317,2.84334,352,0,6,1.39683,1.67654,86.3495,-0.224074,1,0.342657,0.249166,-4.72199,-0.488721,0.511481,-0.0187381,0.146717,26061,300000,50000000,358968866,0,2987,1,0.03,4601,--,26061,28533746,0,0,0,0,410,4601,,0,185,0.321861,0.0555767,59.5442,10.2817
2_987,210,60,44,10,63,28,51,18,3662,0,35,15.3866,10.3871,3239,0,29,13.6092,8.12628,3789,0,33,15.9202,8.93193,4919,0,42,20.6681,10.8931,3905,0,34,16.4076,9.46366,147,0,5,0.617647,1.14166,489,0,8,2.05462,2.63005,1257,0,13,5.28151,3.06247,367,0,6,1.54202,1.79762,82.3311,-0.235615,1,0.345929,0.256099,-3.64029,-0.516343,0.389066,-0.0152953,0.139674,26062,252206,50000000,359015834,0,2988,1,0.03,5422,--,26062,28540713,0,0,0,0,389,5422,,0,200,0.329295,0.0655739,65.8591,13.1148
2_988,137,58,45,9,62,27,50,15,2434,0,35,14.8415,9.81906,2098,0,27,12.7927,7.96599,2338,0,31,14.2561,8.61056,3024,0,40,18.439,10.5242,2478,0,33,15.1098,9.14051,62,0,5,0.378049,1.06084,163,0,9,0.993902,2.12849,592,0,11,3.60976,2.5887,132,0,6,0.804878,1.50154,32.2297,-0.104103,0.72155,0.196523,0.177968,3.88197,-0.39363,0.336594,0.0236705,0.0768608,26065,300000,50000000,360166033,0,2989,1,0.03,4260,--,26065,28557019,0,0,0,0,452,4260,,0,158,0.221302,0.0620597,34.9658,9.80544
2_989,188,62,45,11,63,29,51,18,3488,0,44,16.0737,11.1353,3004,0,35,13.8433,8.36513,3500,0,38,16.129,9.04836,4641,0,50,21.3871,11.6365,3658,0,42,16.8571,9.92473,123,0,6,0.56682,1.02342,414,0,8,1.90783,2.41554,1153,0,12,5.31336,2.90771,310,0,5,1.42857,1.6973,62.7199,-0.21363,1,0.289032,0.234174,-2.60289,-0.394214,0.368697,-0.0119949,0.123186,26067,300000,50000000,360217879,0,2990,1,0.03,3132,--,26067,28564393,0,0,0,0,314,3132,,0,168,0.298148,0.0488212,50.0888,8.20196
2_990,199,58,44,11,62,28,52,17,3402,0,39,14.9868,10.6896,2961,0,30,13.0441,8.3512,3437,0,35,15.141,9.14771,4566,0,45,20.1145,11.4305,3586,0,37,15.7974,9.76929,135,0,5,0.594714,1.16618,412,0,8,1.81498,2.40065,1165,0,15,5.13216,3.16926,321,0,5,1.4141,1.75237,56.2582,-0.164329,1,0.247833,0.214313,-2.55626,-0.519031,0.332577,-0.011261,0.122062,26069,300000,50000000,360439982,0,2991,1,0.03,3178,--,26069,28568904,0,0,0,0,298,3178,,0,173,0.297678,0.0506156,51.4983,8.7565
2_991,225,65,44,8,63,28,51,18,3994,0,37,15.6016,10.2898,3541,0,30,13.832,8.10087,4148,0,33,16.2031,8.8449,5354,0,42,20.9141,10.9975,4263,0,35,16.6523,9.45261,139,0,5,0.542969,1.0412,513,0,9,2.00391,2.55792,1360,0,11,5.3125,2.95606,384,0,5,1.5,1.76113,91.4974,-0.134456,1,0.357412,0.252719,-6.3617,-0.402973,0.456616,-0.0248504,0.134607,26071,300000,50000000,360928912,0,2992,1,0.03,3157,--,26071,28578945,0,0,0,0,337,3157,,0,195,0.330286,0.0677044,64.4058,13.2024
2_992,219,63,44,10,63,29,51,18,3941,0,36,15.8273,10.181,3491,0,29,14.0201,8.01928,4063,0,34,16.3173,8.76373,5281,0,43,21.2088,10.807,4197,0,36,16.8554,9.34282,127,0,4,0.51004,1.0144,495,0,9,1.98795,2.50859,1340,0,12,5.38153,2.97024,376,0,6,1.51004,1.7381,84.8699,-0.315303,1,0.340843,0.246952,-7.29152,-0.470371,0.455064,-0.0292832,0.140107,26073,300000,50000000,361324753,0,2993,1,0.03,3623,--,26073,28584565,0,0,0,0,303,3623,,0,185,0.334428,0.0751121,61.8693,13.8957
2_993,223,67,43,10,63,29,51,18,3920,0,37,15.3725,10.2348,3442,0,30,13.498,7.91518,4070,0,34,15.9608,8.69925,5320,0,44,20.8627,10.8711,4193,0,36,16.4431,9.29071,129,0,5,0.505882,0.985664,532,0,9,2.08627,2.55765,1400,0,12,5.4902,2.9424,404,0,6,1.58431,1.77337,89.3381,-0.0792447,1,0.350346,0.240651,-8.75787,-0.411867,0.290206,-0.0343446,0.12683,26077,300000,50000000,362034227,0,2994,1,0.03,4499,--,26077,28600938,0,0,0,0,328,4499,,0,188,0.318986,0.0568972,59.9694,10.6967
2_994,374,102,46,7,74,30,57,18,6844,0,39,16.2952,10.2355,5397,0,29,12.85,7.62476,6090,0,35,14.5,8.37215,8841,0,45,21.05,11.2791,6796,0,36,16.181,9.16986,144,0,5,0.342857,0.831849,601,0,10,1.43095,2.28713,1998,0,12,4.75714,3.00049,457,0,6,1.0881,1.60189,120.176,-0.213102,1,0.286133,0.217435,-8.80873,-0.392115,0.349858,-0.0209732,0.100229,26079,300000,50000000,362481949,0,2995,1,0.03,4166,--,26079,28605873,0,0,0,0,330,4166,,0,378,0.347651,0.0219003,131.412,8.27832
2_995,205,61,45,10,63,28,52,19,3588,0,37,15.3333,10.0813,3190,0,31,13.6325,7.94973,3754,0,34,16.0427,8.81422,4855,0,43,20.7479,10.6189,3847,0,36,16.4402,9.22595,112,0,6,0.478632,1.01778,509,0,9,2.17521,2.5901,1267,0,12,5.41453,3.01477,373,0,6,1.59402,1.74242,89.4847,-0.310968,1,0.382413,0.263838,-8.98918,-0.495471,0.68028,-0.0384153,0.155823,26081,300000,50000000,363303162,0,2996,1,0.03,3428,--,26081,28610728,0,0,0,0,285,3428,,0,178,0.291809,0.0570201,51.942,10.1496
2_996,186,59,44,10,62,28,52,18,3283,0,39,15.3411,10.6007,2850,0,31,13.3178,8.32808,3311,0,35,15.472,9.07686,4345,0,45,20.3037,11.5377,3450,0,38,16.1215,9.78384,101,0,5,0.471963,0.989033,397,0,9,1.85514,2.45759,1063,0,13,4.96729,3.19665,296,0,7,1.38318,1.76225,71.3519,-0.155422,1,0.33342,0.259731,-4.33886,-0.402361,0.41802,-0.0202751,0.128836,26082,300000,50000000,363431849,0,2997,1,0.03,3080,--,26082,28627148,0,0,0,0,234,3080,,0,161,0.290701,0.0587231,46.8029,9.45442
2_997,236,68,44,8,63,29,51,18,4191,0,36,15.6381,10.1617,3705,0,29,13.8246,8.07122,4256,0,31,15.8806,8.54186,5609,0,42,20.9291,10.5963,4438,0,34,16.5597,9.1924,138,0,6,0.514925,1.02021,527,0,10,1.96642,2.62074,1418,0,12,5.29104,3.12865,398,0,6,1.48507,1.80891,103.956,-0.0848619,1,0.387896,0.250535,-7.49055,-0.569472,0.420534,-0.0279498,0.148896,26085,300000,50000000,364459723,0,2998,1,0.03,3340,--,26085,28644989,0,0,0,0,278,3340,,0,193,0.349635,0.0742007,67.4795,14.3207
2_998,162,58,45,10,64,27,52,17,3078,0,41,16.2857,11.2787,2654,0,33,14.0423,8.73588,3026,0,36,16.0106,9.29014,3986,0,48,21.0899,11.63,3189,0,39,16.873,10.1071,120,0,5,0.634921,1.26786,346,0,9,1.83069,2.67714,908,0,11,4.80423,2.90753,252,0,6,1.33333,1.83153,54.5577,-0.156086,1,0.288665,0.23374,2.36652,-0.283331,0.424546,0.0125213,0.11346,26086,300000,50000000,364527463,0,2999,1,0.03,3015,--,26086,28650281,0,0,0,0,229,3015,,0,160,0.280867,0.0595886,44.9387,9.53417
2_999,179,58,44,12,62,28,51,19,2962,0,39,14.3786,10.2551,2626,0,30,12.7476,8.01179,3130,0,35,15.1942,8.90408,4074,0,44,19.7767,11.0237,3201,0,37,15.5388,9.39975,112,0,5,0.543689,1.0266,443,0,9,2.15049,2.67888,1112,0,12,5.39806,3.25708,341,0,6,1.65534,1.81756,76.9926,-0.216986,1,0.37375,0.279535,-8.56332,-0.461875,0.531921,-0.0415695,0.171879,26089,285404,50000000,365225100,0,3000,1,0.03,3119,--,26089,28656487,0,0,0,0,332,3119,,0,142,0.227592,0.0374263,32.318,5.31453
3_0,236,65,44,8,63,28,52,18,4036,0,37,15.1161,10.1873,3649,0,30,13.6667,7.99844,4251,0,33,15.9213,8.74083,5474,0,42,20.5019,10.7691,4353,0,35,16.3034,9.2971,183,0,6,0.685393,1.21719,597,0,10,2.23596,2.69563,1438,0,12,5.38577,3.16539,444,0,6,1.66292,1.87199,92.5019,-0.138421,1,0.346449,0.25584,-4.04587,-0.438424,0.483344,-0.0151531,0.153166,26090,300000,50000000,365382802,0,3001,1,0.03,3054,--,26090,28665587,0,0,0,0,259,3054,,0,193,0.329377,0.0699954,63.5698,13.5091
3_1,181,60,45,10,62,29,51,17,3478,0,38,16.6411,10.5608,2988,0,31,14.2967,8.21063,3432,0,33,16.4211,8.83527,4546,0,44,21.7512,10.9991,3621,0,36,17.3254,9.52204,113,0,7,0.54067,1.09785,377,0,10,1.80383,2.59642,1068,0,14,5.11005,3.05333,279,0,6,1.33493,1.81508,66.9938,-0.22146,1,0.320545,0.236679,-2.39538,-0.42273,0.468727,-0.0114611,0.126395,26092,300000,50000000,365803875,0,3002,1,0.03,4427,--,26092,28672889,0,0,0,0,321,4427,,0,178,0.337479,0.0647647,60.0713,11.5281
3_2,230,66,44,8,63,28,51,18,3995,0,37,15.2481,10.196,3540,0,31,13.5115,8.03463,4084,0,33,15.5878,8.72687,5331,0,42,20.3473,10.707,4239,0,36,16.1794,9.28196,149,0,5,0.568702,1.1125,479,0,9,1.82824,2.47836,1336,0,11,5.09924,2.98304,393,0,6,1.5,1.75775,103.69,-0.183716,0.992279,0.395765,0.272956,-5.666,-0.475537,0.516961,-0.021626,0.165761,26093,300000,50000000,365881571,0,3003,1,0.03,3435,--,26093,28677148,0,0,0,0,289,3435,,0,190,0.329945,0.0733889,62.6896,13.9439
3_3,380,93,46,7,75,30,58,18,6817,0,38,16.154,10.4234,5414,0,30,12.8294,7.95123,6090,0,35,14.4313,8.59785,8780,0,43,20.8057,11.5832,6778,0,36,16.0616,9.4393,139,0,6,0.329384,0.80757,562,0,9,1.33175,2.17458,1965,0,15,4.6564,3.08842,445,0,6,1.0545,1.59809,112.136,-0.206392,1,0.265726,0.212664,-8.62681,-0.555966,0.369468,-0.0204427,0.098127,26095,256118,50000000,366226090,0,3004,1,0.03,3118,--,26095,28683930,0,0,0,0,278,3118,,0,342,0.339213,0.0258173,116.011,8.8295
